9,1073741916,Đôi Bàn Tay,Bức Tường,Trần Lập,Nam Châm,http://10.30.65.100:8087/234c79f870bc99e2c0ad/6013328892659497682,http://lorempixel.com/400/200/nightlife/10
1,1073741924,Chỉ Là Xót Xa,Jimmii Nguyễn,Jimmii Nguyễn,Những Ca Khúc Thành Công Nhất,http://10.30.65.100:8087/14ee05490c0de553bc1c/2157300245367486228,http://lorempixel.com/400/200/nightlife/1
1,1073741925,Cô Bé Kính Cận,Jimmii Nguyễn,Jimmii Nguyễn,Những Ca Khúc Thành Công Nhất,http://10.30.65.100:8087/276837cf3e8bd7d58e9a/3527268016219561297,http://lorempixel.com/400/200/nightlife/2
1,1073741940,Con Tim Đang Cố Quên,Jimmii Nguyễn,Lời Việt: Jimmii Nguyễn,Những Ca Khúc Thành Công Nhất,http://10.30.65.100:8087/9e868d2184656d3b3474/4423826101046239253,http://lorempixel.com/400/200/nightlife/3
1,1073741944,Mãi Mãi Bên Em,Jimmii Nguyễn,Lời Việt: Jimmii Nguyễn,Những Ca Khúc Thành Công Nhất,http://10.30.65.100:8087/bdabaf0ca6484f161659/6775856841495179892,http://lorempixel.com/400/200/nightlife/4
1,1073741946,Mắt Nai,Jimmii Nguyễn,Jimmii Nguyễn,Những Ca Khúc Thành Công Nhất,http://10.30.65.100:8087/239436333f77d6298f66/3988053757580241125,http://lorempixel.com/400/200/nightlife/5
1,1073741948,Một Hình Dung,Jimmii Nguyễn,Lời Việt: Jimmii Nguyễn,Những Ca Khúc Thành Công Nhất,http://10.30.65.100:8087/420e56a95fedb6b3effc/7042916550205876984,http://lorempixel.com/400/200/nightlife/6
1,1073741949,Mùa Thu,Jimmii Nguyễn,Jimmii Nguyễn,Những Ca Khúc Thành Công Nhất,http://10.30.65.100:8087/c554d2f3dbb732e96ba6/7381800600753964250,http://lorempixel.com/400/200/nightlife/7
1,1073741951,Mười Nghìn Ngọn Nến,Jimmii Nguyễn,Jimmii Nguyễn,Những Ca Khúc Thành Công Nhất,http://10.30.65.100:8087/da03cca4c5e02cbe75f1/7398518007702120497,http://lorempixel.com/400/200/nightlife/8
1,1073741955,Người Nói,Jimmii Nguyễn,Jimmii Nguyễn,Những Ca Khúc Thành Công Nhất,http://10.30.65.100:8087/633465226d668438dd77/5275399312447682521,http://lorempixel.com/400/200/nightlife/9
1,1073741957,Tấm Lòng Trinh,Jimmii Nguyễn,Lời Việt: Jimmii Nguyễn,Những Ca Khúc Thành Công Nhất,http://10.30.65.100:8087/05290c8e05caec94b5db/217107257457499365,http://lorempixel.com/400/200/nightlife/10
1,1073741963,Trái Tim Biết Khóc,Jimmii Nguyễn,Lời Việt: Jimmii Nguyễn,Những Ca Khúc Thành Công Nhất,http://10.30.65.100:8087/2a6522c22b86c2d89b97/3016044969574963545,http://lorempixel.com/400/200/nightlife/1
1,1073741965,Vĩnh Biệt Màu Xanh,Jimmii Nguyễn,Lời Việt: Jimmii Nguyễn,Những Ca Khúc Thành Công Nhất,http://10.30.65.100:8087/3a1531b238f6d1a888e7/1496479577269104343,http://lorempixel.com/400/200/nightlife/2
1,1073742065,Mưa Nửa Đêm,Lệ Quyên,Trúc Phương,Khúc Tình Xưa,http://10.30.65.100:8087/da39e0b4e9f000ae59e1/8714627687646844487,http://lorempixel.com/400/200/nightlife/3
1,1073742108,Huyền Thoại Nàng Tô Thị,Đàm Vĩnh Hưng,Phạm Tịnh,Bình Minh Sẽ Mang Em Đi Vol. 2,http://10.30.65.100:8087/28b519b511f1f8afa1e0/8379242862041790523,http://lorempixel.com/400/200/nightlife/4
1,1073742114,Lời Cha,Đàm Vĩnh Hưng,Phạm Công Bạch,Một Trái Tim Tình Si Vol. 3,http://10.30.65.100:8087/104e234e2b0ac2549b1b/719256420169754471,http://lorempixel.com/400/200/nightlife/5
1,1073742231,Bài Hát Ru Mùa Xuân,Khánh Linh,Dương Thụ,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/35f752fe5abab3e4eaab/2129983601980395947,http://lorempixel.com/400/200/nightlife/6
2,1073742231,Bài Hát Ru Mùa Xuân,Khánh Linh,Dương Thụ,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/35f752fe5abab3e4eaab/2129983601980395947,http://lorempixel.com/400/200/nightlife/7
1,1073742232,Cô Tấm Ngày Nay,Khánh Linh,Ngọc Châu,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/ee91e94173059a5bc314/2650740819882521609,http://lorempixel.com/400/200/nightlife/8
2,1073742232,Cô Tấm Ngày Nay,Khánh Linh,Ngọc Châu,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/ee91e94173059a5bc314/2650740819882521609,http://lorempixel.com/400/200/nightlife/9
1,1073742236,Để Tôi Lắng Nghe,Khánh Linh,Ngọc Châu,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/d8ba80b388f761a938e6/6877909924417642311,http://lorempixel.com/400/200/nightlife/10
2,1073742236,Để Tôi Lắng Nghe,Khánh Linh,Ngọc Châu,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/d8ba80b388f761a938e6/6877909924417642311,http://lorempixel.com/400/200/nightlife/1
1,1073742237,Hơi Thở Mùa Xuân,Khánh Linh,Dương Thụ,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/134e4a474203ab5df212/5266770264407681715,http://lorempixel.com/400/200/nightlife/2
2,1073742237,Hơi Thở Mùa Xuân,Khánh Linh,Dương Thụ,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/134e4a474203ab5df212/5266770264407681715,http://lorempixel.com/400/200/nightlife/3
1,1073742242,Điều Không Thế Mất,Khánh Linh,Ngọc Châu,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/b9a4e3adebe902b75bf8/3092033270692658773,http://lorempixel.com/400/200/nightlife/4
2,1073742242,Điều Không Thế Mất,Khánh Linh,Ngọc Châu,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/b9a4e3adebe902b75bf8/3092033270692658773,http://lorempixel.com/400/200/nightlife/5
1,1073742244,Họa Mi Hót Trong Mưa,Khánh Linh,Dương Thụ,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/49f412fd1ab9f3e7aaa8/8085945229639537854,http://lorempixel.com/400/200/nightlife/6
2,1073742244,Họa Mi Hót Trong Mưa,Khánh Linh,Dương Thụ,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/49f412fd1ab9f3e7aaa8/8085945229639537854,http://lorempixel.com/400/200/nightlife/7
1,1073742246,Đảo Mùa Xuân,Khánh Linh,Ngọc Châu,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/1805440c4c48a516fc59/6039572684847452490,http://lorempixel.com/400/200/nightlife/8
2,1073742246,Đảo Mùa Xuân,Khánh Linh,Ngọc Châu,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/1805440c4c48a516fc59/6039572684847452490,http://lorempixel.com/400/200/nightlife/9
1,1073742250,Quà Tặng Trái Tim,Khánh Linh,Ngọc Châu,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/72352f3c2778ce269769/8300852695306151464,http://lorempixel.com/400/200/nightlife/10
2,1073742250,Quà Tặng Trái Tim,Khánh Linh,Ngọc Châu,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/72352f3c2778ce269769/8300852695306151464,http://lorempixel.com/400/200/nightlife/1
1,1073742255,Tạm Biệt,Khánh Linh,Ngọc Châu,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/a436fa3ff27b1b25426a/392550845384634561,http://lorempixel.com/400/200/nightlife/2
2,1073742255,Tạm Biệt,Khánh Linh,Ngọc Châu,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/a436fa3ff27b1b25426a/392550845384634561,http://lorempixel.com/400/200/nightlife/3
1,1073742258,Tháng Tư Về,Khánh Linh,Dương Thụ,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/c9b296bb9eff77a12eee/8712188728077030009,http://lorempixel.com/400/200/nightlife/4
1,1073742365,Ban Mai Xanh,Khánh Linh,Ngọc Châu,Ban Mai Xanh,http://10.30.65.100:8087/4bbf1ab612f2fbaca2e3/4291373262447643047,http://lorempixel.com/400/200/nightlife/5
1,1073742366,Đôi Mắt Em,Khánh Linh,Vũ Văn Hà,Ban Mai Xanh,http://10.30.65.100:8087/9d74cf7dc7392e677728/6067133018405198271,http://lorempixel.com/400/200/nightlife/6
1,1073742367,Dù Anh Không Đến,Khánh Linh,Nguyễn Cường,Ban Mai Xanh,http://10.30.65.100:8087/79d82ad12295cbcb9284/2448367742781914712,http://lorempixel.com/400/200/nightlife/7
1,1073742368,Giấc Mơ Trưa,Khánh Linh,Giáng Son,Ban Mai Xanh,http://10.30.65.100:8087/67040bd4919078ce2181/5355326963703774540,http://lorempixel.com/400/200/nightlife/8
2,1073742368,Giấc Mơ Trưa,Khánh Linh,Giáng Son,Ban Mai Xanh,http://10.30.65.100:8087/67040bd4919078ce2181/5355326963703774540,http://lorempixel.com/400/200/nightlife/9
1,1073742369,Khúc Ru,Khánh Linh,Hồng Kiên,Ban Mai Xanh,http://10.30.65.100:8087/11b145b84dfca4a2fded/4836209110782036198,http://lorempixel.com/400/200/nightlife/10
2,1073742369,Khúc Ru,Khánh Linh,Hồng Kiên,Ban Mai Xanh,http://10.30.65.100:8087/11b145b84dfca4a2fded/4836209110782036198,http://lorempixel.com/400/200/nightlife/1
1,1073742370,Mùa Cây Trổ Lá,Khánh Linh,Đỗ Bảo,Ban Mai Xanh,http://10.30.65.100:8087/3ace6fc767838eddd792/5947210200278299239,http://lorempixel.com/400/200/nightlife/2
2,1073742370,Mùa Cây Trổ Lá,Khánh Linh,Đỗ Bảo,Ban Mai Xanh,http://10.30.65.100:8087/3ace6fc767838eddd792/5947210200278299239,http://lorempixel.com/400/200/nightlife/3
1,1073742371,Ngày Không Mưa,Khánh Linh,Quốc Trung,Ban Mai Xanh,http://10.30.65.100:8087/824ad443dc0735596c16/8881036441948885714,http://lorempixel.com/400/200/nightlife/4
1,1073742507,Khi Giấc Mơ Về,Lâm Nhật Tiến,Đức Trí,Dấu Chân Của Biển,http://10.30.65.100:8087/c385c2f9cbbd22e37bac/3079224668823297001,http://lorempixel.com/400/200/nightlife/5
1,1073742710,Baby Let Me Go,Lê Hiếu,Nguyễn Thanh Tuấn,Baby Let Me Go,http://10.30.65.100:8087/5fecb29fbbdb52850bca/1251068118324657100,http://lorempixel.com/400/200/nightlife/6
1,1073742711,Giấc Mơ Tình Yêu,Lê Hiếu,Tường Văn,Baby Let Me Go,http://10.30.65.100:8087/5730bb43b2075b590216/2699929244055804556,http://lorempixel.com/400/200/nightlife/7
1,1073742717,Lời Nói Ngọt Ngào,Lê Hiếu,Nhạc Ngoại Lời Việt,Baby Let Me Go,http://10.30.65.100:8087/ec1e0e6d0729ee77b738/343657394431557199,http://lorempixel.com/400/200/nightlife/8
1,1073742719,Nếu Như,Lê Hiếu,Đức Trí,Baby Let Me Go,http://10.30.65.100:8087/daca3eb937fddea387ec/3218590377885917592,http://lorempixel.com/400/200/nightlife/9
1,1073742722,Một Ngày Mùa Đông,Lê Hiếu,Bảo Chấn,Baby Let Me Go,http://10.30.65.100:8087/0b0cd27fdb3b32656b2a/4677630475010644661,http://lorempixel.com/400/200/nightlife/10
1,1073742724,Tình Yêu Câm Nín,Lê Hiếu,Nhạc Ngoại Lời Việt,Baby Let Me Go,http://10.30.65.100:8087/1ebbc5c8cc8c25d27c9d/5035834082471416810,http://lorempixel.com/400/200/nightlife/1
1,1073742728,Yêu Trong Đợi Chờ,Lê Hiếu,Hoàng Nhã,Baby Let Me Go,http://10.30.65.100:8087/a8b277c17e8597dbce94/6355578426747793246,http://lorempixel.com/400/200/nightlife/2
1,1073742731,Yêu Trong Đợi Chờ ( Remix ),Lê Hiếu,Hoàng Nhã,Baby Let Me Go,http://10.30.65.100:8087/251df56efc2a15744c3b/2010608437713776391,http://lorempixel.com/400/200/nightlife/3
1,1073742766,Chút Tàn Phai,Lê Hiếu,Bảo Chấn,Cơn Đau Cuối Cùng,http://10.30.65.100:8087/285f7f5677129e4cc703/1774100921494158198,http://lorempixel.com/400/200/nightlife/4
1,1073742781,Mơ Một Lần Thôi,Lê Hiếu,Quốc Tuấn,Cơn Đau Cuối Cùng,http://10.30.65.100:8087/33cb7bc273869ad8c397/1544069419344139118,http://lorempixel.com/400/200/nightlife/5
1,1073742783,Một Ngày Vắng Em,Lê Hiếu,Thái Thịnh,Cơn Đau Cuối Cùng,http://10.30.65.100:8087/35f17cf874bc9de2c4ad/5968112558211475766,http://lorempixel.com/400/200/nightlife/6
1,1073742789,Mùa Đông Sắp Đến,Lê Hiếu,Đức Huy,Cơn Đau Cuối Cùng,http://10.30.65.100:8087/b822f22bfa6f13314a7e/1336004267808029229,http://lorempixel.com/400/200/nightlife/7
1,1073742797,Thiên Sứ Tình Yêu,Lê Hiếu,Tường Văn,Cơn Đau Cuối Cùng,http://10.30.65.100:8087/71be40b348f7a1a9f8e6/5426007323454639034,http://lorempixel.com/400/200/nightlife/8
1,1073742798,Vài Lần Đón Đưa,Lê Hiếu,Trần Lê,Cơn Đau Cuối Cùng,http://10.30.65.100:8087/6ed022d92a9dc3c39a8c/5254410466084704629,http://lorempixel.com/400/200/nightlife/9
1,1073742822,Buồn Ơi Chào Mi,Lê Hiếu,Nguyễn Ánh 9,Dạ Khúc Dương Cầm,http://10.30.65.100:8087/414b9a4c0108e856b119/8071617175574518018,http://lorempixel.com/400/200/nightlife/10
1,1073742827,Cho Em Ngày Gió Xanh,Lê Hiếu,Quốc Bảo,Dạ Khúc Dương Cầm,http://10.30.65.100:8087/f03ae6907cd4958accc5/1773910858251492031,http://lorempixel.com/400/200/nightlife/1
1,1073742828,Em Về Tinh Khôi,Lê Hiếu,Quốc Bảo,Dạ Khúc Dương Cầm,http://10.30.65.100:8087/32b95c13c6572f097646/1254962867568980686,http://lorempixel.com/400/200/nightlife/2
1,1073742832,Tôi Ru Em Ngủ,Lê Hiếu,Trịnh Công Sơn,Dạ Khúc Dương Cầm,http://10.30.65.100:8087/ccfeba542010c94e9001/6860818197584346202,http://lorempixel.com/400/200/nightlife/3
1,1073742833,Mưa Hồng,Lê Hiếu,Trịnh Công Sơn,Dạ Khúc Dương Cầm,http://10.30.65.100:8087/a051d2fb48bfa1e1f8ae/1735175498863431884,http://lorempixel.com/400/200/nightlife/4
1,1073742839,Tựa Dòng Sông,Lê Hiếu,Nguyễn Nam,Dạ Khúc Dương Cầm,http://10.30.65.100:8087/ed2b4181dbc5329b6bd4/7933724106205275973,http://lorempixel.com/400/200/nightlife/5
1,1073742847,Đợi Em Về,Lê Hiếu,Lê Hiếu,Lê Hiếu Vol 2,http://10.30.65.100:8087/f795ede6e4a20dfc54b3/723732478462545417,http://lorempixel.com/400/200/nightlife/6
1,1073742848,Anh Chưa Dám Nói,Lê Hiếu,Bảo Chấn,Lê Hiếu Vol 2,http://10.30.65.100:8087/a20fef06e7420e1c5753/6588068325999639150,http://lorempixel.com/400/200/nightlife/7
1,1073742849,Hãy Đến Bên Anh,Lê Hiếu,Nhạc Ngoại Lời Việt,Lê Hiếu Vol 2,http://10.30.65.100:8087/4933073a0f7ee620bf6f/3653629642951082399,http://lorempixel.com/400/200/nightlife/8
1,1073742850,Em Đến Thăm Anh Một Chiều Mưa,Lê Hiếu,Tô Vũ ,Lê Hiếu Vol 2,http://10.30.65.100:8087/0a0e45074d43a41dfd52/7915682604151917344,http://lorempixel.com/400/200/nightlife/9
1,1073742888,Mong Manh,Lê Hiếu,Võ Thiện Thanh,Lê Hiếu Vol 2,http://10.30.65.100:8087/f4e5b4ecbca855f60cb9/5718622932150517782,http://lorempixel.com/400/200/nightlife/10
1,1073742889,Này Em Có Nhớ,Lê Hiếu,Trịnh Công Sơn,Lê Hiếu Vol 2,http://10.30.65.100:8087/c90e88078043691d3052/5411704285687666379,http://lorempixel.com/400/200/nightlife/1
1,1073742890,Phố Mùa Đông,Lê Hiếu,Bảo Chấn,Lê Hiếu Vol 2,http://10.30.65.100:8087/35ba77b37ff796a9cfe6/8105922996646162805,http://lorempixel.com/400/200/nightlife/2
1,1073742891,Niệm Khúc Cuối,Lê Hiếu,Ngô Thụy Miên,Lê Hiếu Vol 2,http://10.30.65.100:8087/703f7163e4270d795436/1599954041643236450,http://lorempixel.com/400/200/nightlife/3
1,1073742892,Con Đường Màu Xanh,Lê Hiếu,Trịnh Nam Sơn,Như Đã Dấu Yêu,http://10.30.65.100:8087/33ba8f101554fc0aa545/3274817860098622233,http://lorempixel.com/400/200/nightlife/4
1,1073742902,Em Có Biết Không,Lê Hiếu,Dương Đức Hiển,Như Đã Dấu Yêu,http://10.30.65.100:8087/467902700a34e36aba25/635339488158445136,http://lorempixel.com/400/200/nightlife/5
1,1073742903,Lời Từ Biệt Tình Yêu,Lê Hiếu,Lê Quang,Như Đã Dấu Yêu,http://10.30.65.100:8087/cf7cdc214965a03bf974/8902913578160192791,http://lorempixel.com/400/200/nightlife/6
1,1073742911,Mỗi Lần Gặp Em,Lê Hiếu,Dương Đức Hiển,Như Đã Dấu Yêu,http://10.30.65.100:8087/c48a1d9088d4618a38c5/6259979080868653479,http://lorempixel.com/400/200/nightlife/7
1,1073742926,Chuyện Thành Cổ Loa,Đàm Vĩnh Hưng,Hoài An,Mr. Đàm Vol. 7,http://10.30.65.100:8087/9533819a1bdef280abcf/5663335708542989426,http://lorempixel.com/400/200/nightlife/8
1,1073742931,Lệ Đá,Đàm Vĩnh Hưng,Trần Trịnh,Tình Ca Hoài Niệm Vol. 8,http://10.30.65.100:8087/9e95899581d1688f31c0/8140872266500781118,http://lorempixel.com/400/200/nightlife/9
1,1073742937,Thương Hoài Ngàn Năm,Đàm Vĩnh Hưng,Phạm Mạnh Cương,Tình Ca Hoài Niệm Vol. 8,http://10.30.65.100:8087/a581ac81a4c54d9b14d4/6966219079033247014,http://lorempixel.com/400/200/nightlife/10
1,1073742940,Mộng Dưới Hoa,Đàm Vĩnh Hưng,,Tình Ca Hoài Niệm Vol. 8,http://10.30.65.100:8087/4ac346c34e87a7d9fe96/3683047904053574049,http://lorempixel.com/400/200/nightlife/1
1,1073742953,Giọt Nước Mắt Vô Vọng,Đàm Vĩnh Hưng,Duy Mạnh,Giải Thoát Vol. 9,http://10.30.65.100:8087/1f4518451001f95fa010/8560191254095141560,http://lorempixel.com/400/200/nightlife/2
1,1073742958,Tình Nhớ,Đàm Vĩnh Hưng,Trịnh Công Sơn,Phôi Pha,http://10.30.65.100:8087/cde6874f1d0bf455ad1a/8887036255275532627,http://lorempixel.com/400/200/nightlife/3
1,1073742962,Biển Nhớ,Đàm Vĩnh Hưng,Trịnh Công Sơn,Phôi Pha,http://10.30.65.100:8087/7d652fccb5885cd60599/4549763613048494089,http://lorempixel.com/400/200/nightlife/4
1,1073742963,Em Đi Bỏ Lại Con Đường,Đàm Vĩnh Hưng,Trịnh Công Sơn,Phôi Pha,http://10.30.65.100:8087/905c73b07af493aacae5/7573082263939498406,http://lorempixel.com/400/200/nightlife/5
1,1073742965,Gọi Tên Bốn Mùa,Đàm Vĩnh Hưng,Trịnh Công Sơn,Phôi Pha,http://10.30.65.100:8087/246d86c41c80f5deac91/5654476833387659937,http://lorempixel.com/400/200/nightlife/6
1,1073742966,Hạ Trắng,Đàm Vĩnh Hưng,Trịnh Công Sơn,Phôi Pha,http://10.30.65.100:8087/1d2bbb8221c6c89891d7/3423173382047952334,http://lorempixel.com/400/200/nightlife/7
1,1073742967,Một Cõi Đi Về,Đàm Vĩnh Hưng,Trịnh Công Sơn,Phôi Pha,http://10.30.65.100:8087/ee1956b0ccf425aa7ce5/8609208136766750509,http://lorempixel.com/400/200/nightlife/8
1,1073742968,Nắng Thủy Tinh,Đàm Vĩnh Hưng,Trịnh Công Sơn,Phôi Pha,http://10.30.65.100:8087/9efe2257b813514d0802/2908988930443593954,http://lorempixel.com/400/200/nightlife/9
1,1073742969,Phôi Pha,Đàm Vĩnh Hưng,Trịnh Công Sơn,Phôi Pha,http://10.30.65.100:8087/94271f8e85ca6c9435db/3361958196450110001,http://lorempixel.com/400/200/nightlife/10
1,1073742972,Đêm Thấy Ta Là Thác Đổ,Đàm Vĩnh Hưng,Trịnh Công Sơn,Phôi Pha,http://10.30.65.100:8087/f8f87751ed15044b5d04/6285898424002167754,http://lorempixel.com/400/200/nightlife/1
1,1073742994,Thu Hát Cho Người,Đàm Vĩnh Hưng,Vũ Đức Sao Biển,Hoa Học Trò,http://10.30.65.100:8087/741cf8b562f18bafd2e0/6123416102893570575,http://lorempixel.com/400/200/nightlife/2
1,1073743101,Người Con Gái Sông La,Anh Thơ,Dzoãn Nho,Tình Em,http://10.30.65.100:8087/007aa2d73893d1cd8882/4930304982070654327,http://lorempixel.com/400/200/nightlife/3
1,1073743103,Hà Nội - Huế - Sài Gòn,Anh Thơ,Hoàng Vân,Tình Em,http://10.30.65.100:8087/5d099aa400e0e9beb0f1/9014016936996171908,http://lorempixel.com/400/200/nightlife/4
1,1073743111,"Dòng Sông Quê Anh, Dòng Sông Quê Em","Anh Thơ, Việt Hoàn",Đoàn Bổng,Một Dòng Nghiêng Soi,http://10.30.65.100:8087/c4d3b6d51191f8cfa180/3373777603930267136,http://lorempixel.com/400/200/nightlife/5
1,1073743114,Mưa Rơi,Anh Thơ,Trần Hoàn,Một Dòng Nghiêng Soi,http://10.30.65.100:8087/cf82142f8e6b67353e7a/8584966612743542572,http://lorempixel.com/400/200/nightlife/6
